perturbagen	down-imputed	down-measured	up-imputed	up-measured
BRD-A58157837	1	1	0	2
BRD-A58269583	0	2	0	0
BRD-A58280226	9	34	8	29
BRD-A58482795	0	1	0	0
BRD-A58564983	237	163	211	114
BRD-A58753560	0	1	0	0
BRD-A58767537	48	70	30	40
BRD-A58837096	0	6	1	3
BRD-A58924247	375	184	304	137
BRD-A58955223	57	98	114	87
BRD-A59145032	0	11	1	12
BRD-A59174698	1	9	2	9
BRD-A59193861	1	0	0	0
BRD-A59198242	1	2	1	1
BRD-A59215453	0	2	0	2
BRD-A59303141	2	1	0	2
BRD-A59431241	484	226	347	194
BRD-A59728941	125	113	278	109
BRD-A59808129	2	4	0	2
BRD-A59900482	0	4	0	3
BRD-A59943784	4	28	3	27
BRD-A59985574	583	186	405	191
BRD-A60052764	0	2	0	0
BRD-A60070924	0	0	0	1
BRD-A60197193	0	0	0	1
BRD-A60217728	0	3	2	1
BRD-A60245366	581	224	419	271
BRD-A60274948	0	1	1	2
BRD-A60294240	0	0	1	2
BRD-A60386802	0	3	1	6
BRD-A60414806	23	65	25	41
BRD-A60571864	0	11	3	15
BRD-A60583491	0	2	0	0
BRD-A60784279	0	7	0	4
BRD-A61154809	1	9	0	5
BRD-A61189834	0	1	0	1
BRD-A61194565	0	7	0	6
BRD-A61304759	498	242	502	239
BRD-A61392169	0	0	1	0
BRD-A61470182	0	2	1	5
BRD-A61486721	0	4	1	11
BRD-A61666925	1	1	0	1
BRD-A61793559	1	0	0	0
BRD-A61825514	2	22	26	30
BRD-A61856038	5	44	1	16
BRD-A61858259	0	2	1	3
BRD-A61866602	0	4	0	2
BRD-A61899133	0	4	0	1
BRD-A62021152	0	3	1	3
BRD-A62025033	208	140	138	98
BRD-A62035778	0	3	0	3
BRD-A62057054	0	5	0	1
BRD-A62071884	1	7	1	5
BRD-A62182663	5	33	5	28
BRD-A62184259	375	195	625	210
BRD-A62200266	35	59	10	28
BRD-A62326914	0	1	0	2
BRD-A62336480	80	84	40	56
BRD-A62421304	1	6	0	7
BRD-A62434282	0	0	0	1
BRD-A62525898	0	2	0	5
BRD-A62647958	0	2	0	1
BRD-A62809825	68	101	136	71
BRD-A62890442	3	3	0	2
BRD-A63043573	0	1	0	0
BRD-A63346720	0	2	7	16
BRD-A63445921	0	1	0	0
BRD-A63546914	2	1	1	0
BRD-A63583287	85	90	180	80
BRD-A63646118	2	1	1	0
BRD-A63667919	2	30	3	14
BRD-A63894585	5	14	4	24
BRD-A63934767	0	2	0	3
BRD-A63949900	0	1	1	2
BRD-A63989068	313	125	382	143
BRD-A63998256	171	148	173	112
BRD-A64092382	0	1	0	1
BRD-A64125466	86	53	95	78
BRD-A64227845	0	1	0	4
BRD-A64228451	12	39	11	25
BRD-A64242993	9	50	15	18
BRD-A64290322	95	98	117	71
BRD-A64297288	3	3	2	2
BRD-A64479082	0	2	0	1
BRD-A64610707	0	1	0	1
BRD-A64811980	0	2	0	1
BRD-A64850503	0	0	0	1
BRD-A64933752	1	8	0	1
BRD-A64977602	0	1	1	0
BRD-A65013509	0	1	0	2
BRD-A65051990	0	5	0	3
BRD-A65076780	3	20	2	25
BRD-A65142661	1	3	0	2
BRD-A65145453	0	6	1	3
BRD-A65280694	1	13	0	8
BRD-A65327625	3	7	0	2
BRD-A65444648	0	4	0	3
BRD-A65449987	0	14	3	14
BRD-A65516924	1	2	1	1
BRD-A65550283	1	4	1	5
BRD-A65597028	5	50	2	53
BRD-A65615053	1	4	0	1
BRD-A65671304	0	0	0	1
BRD-A65767837	8	52	2	46
BRD-A65771317	14	10	5	17
BRD-A65797496	1	11	0	11
BRD-A65818372	0	6	1	5
BRD-A66199457	2	51	3	27
BRD-A66284731	0	6	0	4
BRD-A66395008	0	0	1	4
BRD-A66435872	1	5	1	3
BRD-A66559694	2	10	2	13
BRD-A66563878	0	4	1	3
BRD-A66604020	0	3	2	0
BRD-A66794241	0	2	1	1
BRD-A66846505	2	1	0	3
BRD-A66861218	1	11	3	15
BRD-A66927094	1	0	1	2
BRD-A67097164	0	3	0	4
BRD-A67306036	1	1	0	0
BRD-A67373739	2	1	2	6
BRD-A67433117	0	1	0	1
BRD-A67438293	1	2	0	0
BRD-A67479912	0	6	0	2
BRD-A67552655	0	0	0	2
BRD-A67605442	0	6	0	2
BRD-A67709388	1	11	0	12
BRD-A67748489	0	4	0	1
BRD-A67788537	561	232	439	171
BRD-A67799922	0	4	0	11
BRD-A67862938	0	1	0	4
BRD-A67981824	0	3	0	3
BRD-A68009927	584	251	416	408
BRD-A68039575	1	4	0	2
BRD-A68045637	2	3	0	3
BRD-A68061604	1	11	6	19
BRD-A68065211	144	158	174	94
BRD-A68202111	1	8	1	2
BRD-A68274214	0	6	0	4
BRD-A68281735	0	7	1	5
BRD-A68318914	0	0	0	1
BRD-A68397902	0	2	0	3
BRD-A68589262	0	12	3	3
BRD-A68631409	0	0	0	4
BRD-A68650781	0	1	0	3
BRD-A68723818	0	3	0	0
BRD-A68739437	3	17	0	4
BRD-A68820570	0	2	0	0
BRD-A68888262	2	17	5	11
BRD-A68890828	0	4	0	1
BRD-A68891053	1	4	0	1
BRD-A68929948	1	1	0	1
BRD-A68930007	421	223	579	194
BRD-A69336132	2	4	1	2
BRD-A69421747	0	2	0	4
BRD-A69429454	0	1	1	5
BRD-A69439373	1	0	0	1
BRD-A69454249	0	3	1	1
BRD-A69470004	0	0	0	3
BRD-A69512159	4	13	2	9
BRD-A69592287	649	284	351	300
BRD-A69636825	0	0	0	3
BRD-A69815203	0	16	37	34
BRD-A69917777	1	0	0	1
BRD-A69927616	8	15	4	3
BRD-A69951442	4	13	5	30
BRD-A69960130	2	6	1	8
BRD-A70083328	1	0	1	0
BRD-A70150975	5	51	5	40
BRD-A70155556	17	71	3	36
BRD-A70182876	0	2	2	4
BRD-A70268693	1	1	0	0
BRD-A70311631	2	8	0	8
BRD-A70407468	0	6	0	3
BRD-A70449690	2	15	0	9
BRD-A70461345	0	2	0	0
BRD-A70514680	0	1	0	2
BRD-A70541707	6	8	18	35
BRD-A70591769	7	16	1	1
BRD-A70633932	0	4	1	11
BRD-A70649075	2	41	4	20
BRD-A70731303	0	59	3	61
BRD-A70814879	5	7	2	1
BRD-A71033472	0	3	0	2
BRD-A71157293	1	4	0	0
BRD-A71171460	0	4	0	1
BRD-A71262238	0	2	1	2
BRD-A71339955	0	0	0	1
BRD-A71356100	1	3	1	0
BRD-A71390734	542	231	458	246
BRD-A71459254	434	211	566	198
BRD-A71657825	0	2	0	1
BRD-A71707563	2	1	0	1
BRD-A71765365	11	76	10	49
BRD-A71799696	0	2	1	1
BRD-A72024019	7	19	86	35
BRD-A72066420	0	1	0	0
BRD-A72069525	0	1	0	0
BRD-A72075775	0	2	0	3
BRD-A72180425	319	209	243	127
BRD-A72322024	1	1	1	0
BRD-A72441487	0	0	0	1
BRD-A72498772	1	3	1	2
BRD-A72596465	0	0	0	7
BRD-A72666989	21	25	10	22
BRD-A72703248	2	31	0	15
BRD-A72711497	117	132	138	92
BRD-A72758037	0	0	0	1
BRD-A72796238	0	5	1	2
BRD-A72837804	7	27	5	25
BRD-A72988804	1	5	0	6
BRD-A73368467	1	1	0	3
BRD-A73513677	3	6	4	1
BRD-A73558769	4	14	4	6
BRD-A73581086	0	3	1	5
BRD-A73594579	1	2	0	4
BRD-A73605923	0	0	0	7
BRD-A73680854	2	8	1	9
BRD-A73741725	0	1	6	10
BRD-A73747855	0	3	0	9
BRD-A73847809	0	1	0	0
BRD-A73859745	2	2	0	4
BRD-A73908300	0	1	0	1
BRD-A73909368	530	215	470	304
BRD-A73929928	2	15	1	7
BRD-A73972952	6	10	8	21
BRD-A74134989	0	11	0	2
BRD-A74269027	0	2	0	3
BRD-A74382794	0	3	2	0
BRD-A74500471	0	1	0	1
BRD-A74608937	1	2	0	2
BRD-A74642112	0	0	1	1
BRD-A74667430	0	1	0	0
BRD-A74699940	0	0	0	2
BRD-A74767450	5	9	1	20
BRD-A74771556	1	0	0	1
BRD-A74904029	9	43	4	24
BRD-A74907996	1	2	1	9
BRD-A74975734	0	5	0	3
BRD-A74980173	2	23	1	19
BRD-A75106577	1	2	0	1
BRD-A75140635	0	7	0	1
BRD-A75144621	119	107	168	82
BRD-A75172220	2	11	2	10
BRD-A75301702	5	23	7	20
BRD-A75402480	0	1	0	0
BRD-A75409952	587	373	413	421
BRD-A75455249	2	7	0	4
BRD-A75471153	0	4	0	3
BRD-A75478957	0	2	0	1
BRD-A75517195	2	11	1	4
BRD-A75552914	4	9	1	1
BRD-A75558199	0	3	0	2
BRD-A75726477	0	6	0	6
BRD-A75769826	0	1	1	4
BRD-A75769921	1	7	2	1
BRD-A75817871	0	5	0	3
BRD-A75931230	47	63	4	35
BRD-A75935363	0	1	0	2
BRD-A76019558	0	0	3	9
BRD-A76093993	2	2	0	1
BRD-A76229785	0	8	2	7
BRD-A76279427	0	0	0	3
BRD-A76490030	501	221	424	172
BRD-A76528577	56	93	53	56
BRD-A76641868	0	4	8	15
BRD-A76732176	0	1	1	0
BRD-A76934284	1	3	1	1
BRD-A76941896	553	225	447	334
BRD-A77050075	1	3	0	1
BRD-A77118605	1	0	0	0
BRD-A77144340	1	11	2	0
BRD-A77216878	385	199	397	146
BRD-A77291778	0	0	0	2
BRD-A77299732	0	3	0	9
BRD-A77349281	0	4	1	7
BRD-A77467113	32	69	56	69
BRD-A77577770	1	0	1	0
BRD-A77704559	0	1	0	0
BRD-A77722753	0	2	0	0
BRD-A77824596	1	34	1	25
BRD-A78236793	14	23	8	38
BRD-A78295502	0	1	0	6
BRD-A78303415	0	4	0	3
BRD-A78322124	0	1	0	0
BRD-A78360835	480	230	520	190
BRD-A78391468	1	7	0	12
BRD-A78877355	0	3	0	0
BRD-A78909648	1	1	1	0
BRD-A79067928	23	24	3	12
BRD-A79226577	0	0	0	2
BRD-A79314293	0	2	0	1
BRD-A79465854	555	232	445	227
BRD-A79479878	1	14	0	15
BRD-A79768653	554	274	446	251
BRD-A79803969	3	2	0	10
BRD-A79981887	0	1	0	1
BRD-A80017228	0	2	1	0
BRD-A80151636	0	1	0	1
BRD-A80213327	17	63	10	46
BRD-A80383043	1	0	0	2
BRD-A80386041	0	0	0	2
BRD-A80502530	459	205	541	165
BRD-A80536908	1	0	1	0
BRD-A80567352	2	4	0	10
BRD-A80574334	0	7	0	6
BRD-A80638690	6	10	0	7
BRD-A80641450	0	5	0	5
BRD-A80775386	1	2	1	18
BRD-A80788753	0	2	0	2
BRD-A80793822	1	5	0	2
BRD-A80869209	0	3	0	2
BRD-A80908310	0	1	0	1
BRD-A80928489	2	4	2	2
BRD-A80960055	45	65	11	33
BRD-A81045722	0	1	0	0
BRD-A81177136	1	5	1	7
BRD-A81233518	0	3	0	0
BRD-A81282034	1	10	7	22
BRD-A81372523	0	0	0	1
BRD-A81389811	0	1	0	1
BRD-A81402010	0	0	0	6
BRD-A81416315	0	1	0	1
BRD-A81472640	1	2	0	0
BRD-A81530502	6	33	18	20
BRD-A81541225	0	9	5	17
BRD-A81585303	2	3	3	3
BRD-A81772229	112	118	25	79
BRD-A81795050	0	8	20	14
BRD-A81866333	0	1	0	2
BRD-A81936046	1	1	0	0
BRD-A82096673	2	3	2	7
BRD-A82197375	0	2	0	1
BRD-A82238138	0	11	3	22
BRD-A82307304	0	1	0	0
BRD-A82329351	0	2	0	1
BRD-A82371568	49	38	25	47
BRD-A82396632	1	4	1	3
BRD-A82590476	0	2	0	1
BRD-A82628254	1	0	0	2
BRD-A82656074	0	1	1	3
BRD-A82892199	2	4	0	1
BRD-A82913781	0	5	0	0
BRD-A83081521	1	1	1	0
BRD-A83124583	27	73	39	72
BRD-A83237092	1	77	4	72
BRD-A83255679	0	7	1	8
BRD-A83326220	50	98	89	87
BRD-A83402799	0	1	0	0
BRD-A83431637	2	23	2	21
BRD-A83695761	1	4	1	3
BRD-A83706824	6	2	0	5
BRD-A83802330	0	2	0	0
BRD-A83855350	1	17	1	9
BRD-A83937277	1	6	0	8
BRD-A83993876	3	17	1	1
BRD-A84045418	14	44	10	31
BRD-A84066268	11	48	14	18
BRD-A84098870	0	0	0	2
BRD-A84102390	2	12	0	0
BRD-A84134924	0	2	2	1
BRD-A84174393	0	12	1	7
BRD-A84189516	0	4	0	8
BRD-A84205515	0	0	0	3
BRD-A84228258	123	104	429	108
BRD-A84238007	1	1	0	0
BRD-A84327315	1	0	1	1
BRD-A84389091	0	1	0	2
BRD-A84389633	0	0	1	2
BRD-A84423900	1	0	1	1
BRD-A84445767	0	1	0	1
BRD-A84465106	0	9	1	8
BRD-A84475555	0	2	0	3
BRD-A84481105	685	230	315	149
BRD-A84493640	0	1	0	0
BRD-A84524947	0	3	2	14
BRD-A84702196	2	39	1	6
BRD-A84909344	0	1	0	6
BRD-A85025557	1	1	0	1
BRD-A85234536	0	0	0	2
BRD-A85280935	3	28	4	33
BRD-A85472596	0	1	1	0
BRD-A85587465	1	2	1	2
BRD-A85648045	1	4	1	0
BRD-A85712510	3	4	0	3
BRD-A85777636	0	1	0	0
BRD-A85860691	459	211	541	200
BRD-A85891951	0	0	0	1
BRD-A86044036	0	7	1	6
BRD-A86109770	0	3	7	11
BRD-A86146706	43	54	16	58
BRD-A86990971	0	0	0	4
BRD-A87137733	36	50	20	39
BRD-A87387433	0	1	0	0
BRD-A87445400	0	1	0	1
BRD-A87455648	0	1	0	0
BRD-A87479750	0	12	1	6
BRD-A87606379	0	3	0	2
BRD-A87715314	0	5	0	6
BRD-A87719232	0	4	0	2
BRD-A87848830	0	0	0	2
BRD-A88029023	0	0	1	0
BRD-A88080608	0	2	0	1
BRD-A88208128	0	0	0	1
BRD-A88254928	0	0	0	1
BRD-A88282067	0	1	0	0
BRD-A88504692	1	0	0	0
BRD-A88765664	0	5	5	13
BRD-A88774919	0	0	0	1
BRD-A88878656	1	6	0	7
BRD-A89049230	0	5	0	10
BRD-A89067742	1	3	1	3
BRD-A89104433	4	35	0	29
BRD-A89208012	0	11	0	6
BRD-A89333723	2	12	1	1
BRD-A89337244	0	9	0	11
BRD-A89352139	0	4	0	0
BRD-A89434049	311	183	540	144
BRD-A89494828	0	24	1	14
BRD-A89585551	0	2	0	1
BRD-A89672324	1	0	0	0
BRD-A89907244	1	3	0	0
BRD-A90131694	0	6	1	7
BRD-A90451247	5	19	5	5
BRD-A90490067	264	136	118	126
BRD-A90515964	0	2	0	0
BRD-A90643929	0	8	0	11
BRD-A90799790	1	4	0	1
BRD-A91452556	0	1	0	1
BRD-A91555231	0	0	0	1
BRD-A91699651	0	2	0	0
BRD-A92161634	16	58	12	40
BRD-A92177080	1	11	1	12
BRD-A92334183	10	11	2	5
BRD-A92439610	2	14	1	21
BRD-A92537424	0	1	1	3
BRD-A92585442	0	2	0	5
BRD-A92651262	2	5	1	3
BRD-A92670106	1	2	0	2
BRD-A92826379	2	5	3	1
BRD-A93000692	0	0	1	0
BRD-A93015352	0	2	0	1
BRD-A93048969	0	2	0	0
BRD-A93206962	0	1	0	4
BRD-A93236127	420	242	580	210
BRD-A93255169	2	9	2	8
BRD-A93291428	0	0	0	2
BRD-A93393712	5	39	3	34
BRD-A93424738	4	16	4	21
BRD-A93426597	0	3	0	1
BRD-A93477898	2	4	0	2
BRD-A93507363	0	2	0	5
BRD-A93659613	0	9	4	0
BRD-A93893742	0	1	0	1
BRD-A93942655	26	100	62	68
BRD-A93975555	0	12	0	8
BRD-A94297859	0	3	0	0
BRD-A94377914	571	201	429	173
BRD-A94381689	0	2	2	0
BRD-A94413429	7	39	28	33
BRD-A94451536	0	2	1	3
BRD-A94494639	2	5	2	4
BRD-A94543220	0	0	0	1
BRD-A94546435	1	1	0	0
BRD-A94567954	0	1	0	4
BRD-A94570195	0	2	0	0
BRD-A94624445	0	2	0	0
BRD-A94669766	1	0	0	1
BRD-A94675310	1	2	1	1
BRD-A94709349	0	6	1	7
BRD-A94756469	420	224	580	188
BRD-A94793051	0	6	0	15
BRD-A94796533	1	0	0	3
BRD-A94810754	33	39	16	25
BRD-A95074085	1	1	1	2
BRD-A95096829	1	1	0	1
BRD-A95445494	2	11	1	11
BRD-A95489119	0	14	2	8
BRD-A95504714	2	14	4	4
BRD-A95513702	1	4	0	1
BRD-A95696066	1	10	0	3
BRD-A95696820	0	3	0	1
BRD-A95795120	0	6	0	1
BRD-A95820578	0	0	0	2
BRD-A95937159	0	1	0	1
BRD-A95939040	0	1	0	0
BRD-A95944315	1	5	0	0
BRD-A96107863	2	23	1	9
BRD-A96255180	0	9	2	7
BRD-A96272097	12	27	4	7
BRD-A96407378	1	17	1	6
BRD-A96456596	1	3	1	1
BRD-A96485169	0	0	0	2
BRD-A96746500	2	1	0	1
BRD-A96749488	0	1	0	0
BRD-A96791331	4	4	2	2
BRD-A96799240	1	8	1	6
BRD-A96820077	1	1	0	1
BRD-A96882008	0	6	1	11
BRD-A96897502	0	1	0	0
BRD-A97035593	2	2	0	10
BRD-A97104540	0	2	1	2
BRD-A97437073	3	21	0	30
BRD-A97454584	0	8	0	3
BRD-A97479839	0	3	0	1
BRD-A97674275	1	3	1	4
BRD-A97701745	10	52	13	7
BRD-A97730597	0	3	0	1
BRD-A97739905	0	7	1	1
BRD-A97833537	1	1	0	3
BRD-A98050686	1	22	2	16
BRD-A98175426	2	48	6	37
BRD-A98248982	0	1	1	2
BRD-A98283014	18	63	27	44
BRD-A98299281	0	3	0	3
BRD-A98349433	2	1	1	1
BRD-A98378129	0	2	0	1
BRD-A98431941	0	2	0	3
BRD-A98444709	2	15	7	12
BRD-A98670841	3	5	0	1
BRD-A98702003	1	1	0	0
BRD-A98777808	0	4	0	3
BRD-A98838152	1	0	0	0
BRD-A99117172	0	1	0	1
BRD-A99182808	5	4	2	3
BRD-A99314711	2	4	0	4
BRD-A99411506	0	6	1	4
BRD-A99449986	0	2	0	0
BRD-A99518825	1	0	1	0
BRD-A99571536	4	72	5	44
BRD-A99633051	0	1	1	1
BRD-A99833829	0	0	0	2
BRD-A99879977	0	1	0	1
BRD-A99911370	0	0	0	1
BRD-K00007652	0	23	2	26
BRD-K00028814	0	13	1	12
BRD-K00064877	0	7	1	2
BRD-K00069117	0	1	0	0
BRD-K00088062	3	8	1	3
BRD-K00113100	0	5	1	8
BRD-K00141503	0	42	2	23
BRD-K00144236	0	6	2	10
BRD-K00150267	0	2	0	1
BRD-K00175211	0	1	0	0
BRD-K00184207	0	1	1	0
BRD-K00185670	3	3	2	1
BRD-K00188019	0	1	2	2
BRD-K00196194	0	1	0	1
BRD-K00198051	0	4	1	2
BRD-K00199686	0	0	0	1
BRD-K00203625	0	1	0	1
BRD-K00206590	3	4	2	5
BRD-K00234327	0	3	0	0
BRD-K00248931	0	7	0	4
BRD-K00256256	0	5	0	8
BRD-K00256608	5	17	0	3
BRD-K00259552	1	0	0	0
BRD-K00259736	11	33	11	25
BRD-K00262440	0	0	0	3
BRD-K00270349	0	5	0	7
BRD-K00278564	0	4	0	1
BRD-K00289828	1	0	1	2
BRD-K00312224	0	5	1	1
BRD-K00313977	84	78	54	86
BRD-K00314651	3	6	1	1
BRD-K00317040	4	11	4	2
BRD-K00317371	34	55	7	44
BRD-K00337317	30	36	9	42
BRD-K00347265	0	0	1	0
BRD-K00347903	0	12	2	10
BRD-K00349278	0	3	1	1
BRD-K00362189	0	0	0	1
BRD-K00366212	0	5	0	2
BRD-K00381581	5	13	1	7
BRD-K00390580	0	1	0	1
BRD-K00398667	3	10	2	5
BRD-K00409424	0	8	1	2
BRD-K00409771	2	6	0	3
BRD-K00411687	2	3	0	0
BRD-K00429057	4	2	2	1
BRD-K00430421	0	0	0	5
BRD-K00431438	1	7	1	7
BRD-K00434250	5	3	2	2
BRD-K00442147	0	3	0	2
BRD-K00458136	1	10	1	4
BRD-K00480552	0	2	1	2
BRD-K00484200	0	1	1	2
BRD-K00486725	0	2	0	3
BRD-K00486786	1	26	0	19
BRD-K00498462	0	3	1	6
BRD-K00513921	0	2	0	6
BRD-K00518397	3	5	0	0
BRD-K00532621	1	1	0	0
BRD-K00540336	2	40	9	37
BRD-K00541156	0	0	0	1
BRD-K00547540	1	4	2	1
BRD-K00550058	3	4	0	3
BRD-K00551481	1	0	1	0
BRD-K00555438	1	2	1	1
BRD-K00566471	0	2	0	2
BRD-K00575273	5	3	2	2
BRD-K00596555	0	3	0	2
BRD-K00603606	1	0	0	0
BRD-K00610438	0	3	0	1
BRD-K00611064	0	1	2	0
BRD-K00615600	538	213	462	276
BRD-K00624509	0	0	1	0
BRD-K00627859	194	120	69	111
BRD-K00637033	0	1	0	1
BRD-K00640357	1	1	1	0
BRD-K00645031	0	2	1	0
BRD-K00656370	2	1	0	0
BRD-K00662280	0	0	1	0
BRD-K00664012	0	0	0	1
BRD-K00673382	1	5	0	2
BRD-K00675675	2	5	3	2
BRD-K00689442	0	3	0	1
BRD-K00695053	0	0	0	1
BRD-K00740489	0	5	1	4
BRD-K00765103	1	3	0	3
BRD-K00766422	0	0	0	1
BRD-K00799745	0	3	0	2
BRD-K00801367	0	1	0	0
BRD-K00801770	2	4	0	1
BRD-K00812396	0	5	0	3
BRD-K00816125	0	1	1	0
BRD-K00816165	3	2	3	11
BRD-K00818202	4	4	3	1
BRD-K00824317	1	7	1	14
BRD-K00835182	0	3	1	1
BRD-K00835201	2	3	0	1
BRD-K00842536	0	3	1	0
BRD-K00846846	0	0	2	1
BRD-K00859168	1	3	0	1
BRD-K00859238	2	2	1	0
BRD-K00863322	0	2	0	0
BRD-K00867929	0	1	0	1
BRD-K00885784	0	0	1	2
BRD-K00910650	3	48	9	37
BRD-K00913793	0	7	0	0
BRD-K00925050	2	3	2	6
BRD-K00927991	12	8	2	1
BRD-K00935206	0	2	0	0
BRD-K00951345	0	2	0	1
BRD-K00954209	0	2	0	2
BRD-K00954272	0	2	2	1
BRD-K00959089	1	2	1	1
BRD-K00991320	0	2	1	3
BRD-K00998404	0	1	0	2
BRD-K01006500	0	14	2	9
BRD-K01014769	0	11	1	2
BRD-K01048110	0	1	1	0
BRD-K01048404	0	2	1	0
BRD-K01055635	0	1	0	2
BRD-K01070670	0	6	0	4
BRD-K01089529	0	1	0	2
BRD-K01093405	0	1	2	0
BRD-K01095011	0	1	0	1
BRD-K01121114	0	13	4	21
BRD-K01121544	0	2	0	2
BRD-K01140360	4	8	0	7
BRD-K01146969	9	8	0	2
BRD-K01176062	0	0	1	1
BRD-K01187795	0	1	0	0
BRD-K01188359	112	101	152	98
BRD-K01192156	5	13	1	4
BRD-K01193369	1	6	2	7
BRD-K01221769	0	2	0	1
BRD-K01228321	0	4	2	2
BRD-K01228394	1	0	1	2
BRD-K01229043	0	1	0	1
BRD-K01241136	1	7	2	2
BRD-K01251033	1	7	1	4
BRD-K01253243	3	18	1	20
BRD-K01265221	0	1	0	2
BRD-K01275558	1	4	1	2
BRD-K01282863	1	8	0	5
BRD-K01284917	0	15	2	15
BRD-K01289045	0	0	0	1
BRD-K01292756	0	22	16	27
BRD-K01312966	1	2	4	6
BRD-K01316590	3	7	2	4
BRD-K01329157	0	2	1	1
BRD-K01335229	0	4	0	3
BRD-K01335708	1	2	1	0
BRD-K01383339	1	3	0	4
BRD-K01400178	0	12	0	13
BRD-K01404579	1	4	1	3
BRD-K01425313	1	1	1	1
BRD-K01427177	0	2	0	4
BRD-K01435720	0	1	0	3
BRD-K01436366	440	160	365	136
BRD-K01448700	0	2	0	1
BRD-K01463627	0	0	0	1
BRD-K01477275	1	4	0	0
BRD-K01478916	3	3	1	1
BRD-K01493881	1	22	1	13
BRD-K01497006	5	9	0	0
BRD-K01497355	0	2	0	4
BRD-K01507359	0	0	0	2
BRD-K01520647	0	3	0	1
BRD-K01528688	0	1	0	0
BRD-K01555864	0	1	0	4
BRD-K01558205	2	7	0	0
BRD-K01566563	0	6	0	7
BRD-K01567962	3	9	0	19
BRD-K01568615	3	12	4	2
BRD-K01572707	0	0	0	1
BRD-K01573538	0	6	1	2
BRD-K01575212	0	18	0	6
BRD-K01578344	0	4	0	2
BRD-K01594626	1	1	0	1
BRD-K01594737	0	3	0	0
BRD-K01595245	0	1	0	1
BRD-K01602319	0	0	1	0
BRD-K01604352	2	14	0	2
BRD-K01605959	0	1	0	3
BRD-K01608965	0	0	0	2
BRD-K01614657	51	71	61	58
BRD-K01615174	0	2	0	17
BRD-K01621458	1	51	5	53
BRD-K01624114	0	1	0	1
BRD-K01624546	0	1	1	1
BRD-K01626010	0	4	0	6
BRD-K01638814	2	7	0	6
BRD-K01649396	0	1	3	9
BRD-K01651394	0	1	1	0
BRD-K01663662	0	2	1	0
BRD-K01678149	0	13	2	15
BRD-K01691627	0	3	0	0
BRD-K01700755	0	1	0	3
BRD-K01727336	0	11	1	2
BRD-K01737880	23	66	16	87
BRD-K01739339	0	5	0	2
BRD-K01763173	0	0	0	4
BRD-K01767299	5	7	4	8
BRD-K01777999	9	23	0	8
BRD-K01779529	2	34	1	9
BRD-K01787550	0	2	0	1
BRD-K01800709	1	0	0	1
BRD-K01806521	0	0	1	3
BRD-K01815685	0	1	0	2
BRD-K01825565	4	25	5	21
BRD-K01834163	0	8	7	22
BRD-K01868942	0	13	1	14
BRD-K01877528	619	285	381	268
BRD-K01877724	1	3	0	5
BRD-K01896723	633	205	367	262
BRD-K01902415	6	5	2	4
BRD-K01912493	1	6	0	2
BRD-K01922500	6	13	1	3
BRD-K01926222	0	20	2	17
BRD-K01976263	304	318	696	279
BRD-K01977318	0	7	0	2
BRD-K01979737	0	12	2	8
BRD-K01981286	0	3	0	2
BRD-K01987080	0	1	0	1
BRD-K02003138	1	13	0	13
BRD-K02004525	2	14	2	14
BRD-K02014458	0	3	0	1
BRD-K02025760	0	11	0	13
BRD-K02037345	0	2	0	2
BRD-K02058097	0	1	2	0
BRD-K02061388	0	4	0	1
BRD-K02063190	1	5	1	3
BRD-K02065962	0	2	0	0
BRD-K02072940	0	3	1	0
BRD-K02076218	26	34	52	61
BRD-K02089646	1	30	2	17
BRD-K02109522	0	0	0	2
BRD-K02113016	9	65	16	54
BRD-K02113384	0	1	0	1
BRD-K02117849	0	0	1	0
BRD-K02123250	4	2	3	2
BRD-K02125996	0	1	0	0
BRD-K02130563	435	365	565	417
BRD-K02159117	0	2	0	0
BRD-K02170312	0	4	0	4
BRD-K02174945	0	6	1	5
BRD-K02175743	0	2	0	2
BRD-K02189204	3	4	3	8
BRD-K02208014	0	1	2	1
BRD-K02216544	8	29	5	8
BRD-K02223034	4	11	1	21
BRD-K02227374	1	2	0	0
BRD-K02229102	5	1	1	1
BRD-K02242562	4	3	1	1
BRD-K02248910	0	6	1	7
BRD-K02256002	0	1	0	1
BRD-K02265150	0	0	2	6
BRD-K02269790	2	6	0	17
BRD-K02274189	2	2	1	2
BRD-K02275692	0	1	1	0
BRD-K02283603	0	4	0	1
BRD-K02283807	1	3	1	0
BRD-K02290471	0	1	3	13
BRD-K02322717	0	1	0	1
BRD-K02341205	0	0	0	1
BRD-K02341409	0	1	0	7
BRD-K02375958	0	4	1	1
BRD-K02381115	0	0	0	1
BRD-K02404261	1	3	1	1
BRD-K02407574	34	70	32	61
BRD-K02409808	0	7	0	4
BRD-K02410399	10	4	0	5
BRD-K02437976	0	0	0	1
BRD-K02442093	0	7	0	2
BRD-K02458594	0	0	0	1
BRD-K02490064	0	1	0	4
BRD-K02502363	1	5	1	4
BRD-K02515288	1	7	1	18
BRD-K02516751	1	2	0	0
BRD-K02519835	0	0	0	1
BRD-K02526760	3	21	12	40
BRD-K02537686	0	0	0	1
BRD-K02544589	0	1	0	0
BRD-K02544880	0	4	0	3
BRD-K02549628	0	3	0	5
BRD-K02558072	2	1	0	2
BRD-K02562327	28	53	5	32
BRD-K02563170	0	1	0	0
